mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	Trill:prallprall
15	15	59	59	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	289							
15	15	119/2	119/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	290							
15	15	56	56	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	291							
15	15	58	58	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	292							
15	15	117/2	117/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	293							
15	15	59	59	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	294							
15	15	119/2	119/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	295							
15	15	56	56	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	296							
15	15	113/2	113/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	297							
15	15	57	57	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	298							
15	15	115/2	115/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	299							
16	16	60	60	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	300							
16	16	121/2	121/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	301							
16	16	61	61	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	302							
16	16	123/2	123/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	303							
16	16	62	62	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	304							
16	16	125/2	125/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	305							
16	16	63	63	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	306							
16	16	127/2	127/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	307							
16	16	60	60	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	308							
16	16	121/2	121/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	309							
16	16	61	61	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	310							
16	16	123/2	123/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	311							
16	16	62	62	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	312							
16	16	125/2	125/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	313							
16	16	63	63	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	314							
16	16	127/2	127/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	315							
16	16	60	60	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	316							
16	16	121/2	121/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	317							
16	16	61	61	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	318							
16	16	123/2	123/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	319							
16	16	62	62	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	320							
16	16	125/2	125/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	321							
16	16	63	63	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	322							
16	16	127/2	127/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	323							
17	17	64	64	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	324							
17	17	129/2	129/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	325							
17	17	65	65	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	326							
17	17	131/2	131/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	327							
17	17	66	66	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	328							
17	17	133/2	133/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	329							
17	17	67	67	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	330							
17	17	135/2	135/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	331							
17	17	64	64	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	332							
17	17	129/2	129/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	333							
17	17	65	65	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	334							
17	17	131/2	131/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	335							
17	17	66	66	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	336							
17	17	133/2	133/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	337							
17	17	67	67	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	338							
17	17	64	64	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	339							
17	17	129/2	129/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	340							
17	17	65	65	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	341							
17	17	131/2	131/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	342							
17	17	66	66	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	343							
17	17	133/2	133/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	344							
17	17	67	67	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	345							
18	18	68	68	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	346							
18	18	137/2	137/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	347							
18	18	139/2	139/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4	1/4	1	348							
18	18	141/2	141/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	349							
18	18	283/4	283/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	350							
18	18	71	71	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	351							
18	18	68	68	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	352							
18	18	137/2	137/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	353							
18	18	69	69	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	354							
18	18	139/2	139/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	355							
18	18	279/4	279/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	356							
18	18	70	70	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	357							
18	18	143/2	143/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	358							
18	18	137/2	137/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	359							
18	18	69	69	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	360							
18	18	70	70	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	361							
18	18	141/2	141/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	362							
18	18	71	71	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	363							
18	18	143/2	143/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	364							
18	18	70	70	2.0		1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	365							
19	19	72	72	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	366							
19	19	73	73	1.5		1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	367							
19	19	149/2	149/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	368							
19	19	299/4	299/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	369							
19	19	75	75	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	370							
19	19	72	72	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	371							
19	19	145/2	145/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	372							
19	19	147/2	147/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	373							
19	19	295/4	295/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	374							
19	19	74	74	1.5		1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	375							
19	19	151/2	151/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	376							
19	19	303/4	303/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	377							
19	19	72	72	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	378							
19	19	145/2	145/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	379							
19	19	147/2	147/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	380							
19	19	295/4	295/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	381							
19	19	74	74	1.5		1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	382							
19	19	151/2	151/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	383							
19	19	303/4	303/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	384							
19	19	72	72	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	385							
19	19	73	73	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	386							
19	19	74	74	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	387							
19	19	149/2	149/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	388							
19	19	75	75	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	389							
20	20	76	76	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	390							
20	20	78	78	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	391							
20	20	157/2	157/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	392							
20	20	159/2	159/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	393							
20	20	76	76	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	394							
20	20	153/2	153/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	395							
20	20	77	77	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	396							
20	20	155/2	155/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	397							
20	20	78	78	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	398							
20	20	79	79	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	399							
20	20	76	76	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	400							
20	20	78	78	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	401							
20	20	79	79	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	402							
20	20	76	76	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	403							
20	20	153/2	153/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	404							
20	20	77	77	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	405							
20	20	155/2	155/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	406							
20	20	78	78	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	407							
20	20	79	79	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	408							
21	21	80	80	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	409							
21	21	161/2	161/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	410							
21	21	163/2	163/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	411							
21	21	327/4	327/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	412							
21	21	82	82	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	413							
21	21	83	83	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	414							
21	21	80	80	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	415							
21	21	161/2	161/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	416							
21	21	81	81	1.5		1/4	1/4	Chord	4/4	1	2	3/8	1/4	3/2	417							
21	21	165/2	165/2	1.0		5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	418							
21	21	167/2	167/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	419							
21	21	80	80	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	420							
21	21	81	81	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	421							
21	21	82	82	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	422							
21	21	83	83	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	423							
21	21	80	80	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	424							
21	21	161/2	161/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	425							
21	21	81	81	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	426							
21	21	82	82	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	427							
21	21	83	83	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	428							
22	22	84	84	1.5		0	0	Chord	4/4	1	1	3/8	1/4	3/2	429							
22	22	171/2	171/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	430							
22	22	86	86	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	431							
22	22	173/2	173/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	432							
22	22	175/2	175/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	433							
22	22	84	84	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	434							
22	22	169/2	169/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	435							
22	22	171/2	171/2	1.0		3/8	3/8	Chord	4/4	1	2	1/4	1/4	1	436							
22	22	173/2	173/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	437							
22	22	87	87	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	438							
22	22	84	84	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	439							
22	22	169/2	169/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	440							
22	22	85	85	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	441							
22	22	171/2	171/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	442							
22	22	86	86	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	443							
22	22	173/2	173/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	444							
22	22	87	87	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	445							
22	22	175/2	175/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	446							
23	23	88	88	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	447							
23	23	177/2	177/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	448							
23	23	179/2	179/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	449							
23	23	90	90	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	450							
23	23	181/2	181/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	451							
23	23	183/2	183/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	452							
23	23	90	90	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	453							
23	23	91	91	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	454							
23	23	88	88	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	455							
23	23	89	89	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	456							
23	23	90	90	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	457							
23	23	91	91	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	458							
24	24		92	0.5	1	0	0	Chord	4/4	1	1	1/8	1/8	1	459							
24	24		185/2	1.0	1	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	460							
24	24		187/2	0.5	1	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	461							
24	24		94	1.0	1	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	462							
24	24		92	1.0	1	0	0	Chord	4/4	1	2	1/4	1/4	1	463							
24	24		93	1.0	1	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	464							
24	24		92	1.0	1	0	0	Chord	4/4	2	1	1/4	1/4	1	465							
24	24		93	1.0	1	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	466							
24	24		94	1.0	1	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	467							
25	24	92	96	0.5	2	0	0	Chord	4/4	1	1	1/8	1/8	1	468							
25	24	185/2	193/2	1.0	2	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	469							
25	24	187/2	195/2	0.5	2	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	470							
25	24	94	98	0.5	2	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	471							
25	24	189/2	197/2	0.5	2	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	472							
25	24	95	99	0.5	2	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	473							
25	24	191/2	199/2	0.5	2	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	474							
25	24	92	96	1.0	2	0	0	Chord	4/4	1	2	1/4	1/4	1	475							
25	24	93	97	1.0	2	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	476							
25	24	92	96	1.0	2	0	0	Chord	4/4	2	1	1/4	1/4	1	477							
25	24	93	97	1.0	2	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	478							
25	24	94	98	0.5	2	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	479							
25	24	189/2	197/2	1.0	2	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	480							
25	24	191/2	199/2	0.5	2	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	481							
26	25	96	100	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	482							
26	25	193/2	201/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	483							
26	25	97	101	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	484							
26	25	195/2	203/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	485							
26	25	98	102	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	486							
26	25	197/2	205/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	487							
26	25	199/2	207/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	488							
26	25	96	100	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	489							
26	25	193/2	201/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	490							
26	25	195/2	203/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	491							
26	25	98	102	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	492							
26	25	99	103	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	493							
26	25	98	102	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	494							
26	25	99	103	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	495							
27	26	100	104	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	496							
27	26	201/2	209/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	497							
27	26	101	105	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	498							
27	26	203/2	211/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	499							
27	26	407/4	423/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	500							
27	26	102	106	1.5		1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	501							
27	26	207/2	215/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	502							
27	26	100	104	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	503							
27	26	101	105	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	504							
27	26	203/2	211/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	505							
27	26	102	106	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	506							
27	26	205/2	213/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	507							
27	26	103	107	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	508							
27	26	207/2	215/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	509							
27	26	201/2	209/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	510							
27	26	101	105	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	511							
27	26	203/2	211/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	512							
27	26	102	106	1.5		1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	513							
27	26	207/2	215/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	514							
27	26	415/4	431/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	515							
27	26	100	104	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	516							
27	26	201/2	209/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	517							
27	26	101	105	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	518							
27	26	203/2	211/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	519							
27	26	102	106	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	520							
27	26	205/2	213/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	521							
27	26	103	107	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	522							
27	26	207/2	215/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	523							
28	27	104	108	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	524							
28	27	209/2	217/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	525							
28	27	105	109	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	526							
28	27	211/2	219/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	527							
28	27	106	110	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	528							
28	27	213/2	221/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	529							
28	27	427/4	443/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	530							
28	27	107	111	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	531							
28	27	104	108	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	532							
28	27	209/2	217/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	533							
28	27	419/4	435/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	534							
28	27	105	109	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	535							
28	27	211/2	219/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	536							
28	27	106	110	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	537							
28	27	213/2	221/2	1.0		5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	538							
28	27	215/2	223/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	539							
28	27	104	108	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	540							
28	27	209/2	217/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	541							
28	27	105	109	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	542							
28	27	211/2	219/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	543							
28	27	106	110	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	544							
28	27	213/2	221/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	545							
28	27	215/2	223/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	546							
28	27	104	108	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	547							
28	27	105	109	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	548							
29	28	108	112	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	549							
29	28	109	113	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	550							
29	28	219/2	227/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	551							
29	28	439/4	455/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	552							
29	28	110	114	1.5		1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	553							
29	28	223/2	231/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	554							
29	28	108	112	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	555							
29	28	217/2	225/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	556							
29	28	109	113	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	557							
29	28	219/2	227/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	558							
29	28	110	114	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	559							
29	28	221/2	229/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	560							
29	28	111	115	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	561							
29	28	223/2	231/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	562							
29	28	108	112	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	563							
29	28	217/2	225/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	564							
29	28	109	113	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	565							
29	28	219/2	227/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	566							
29	28	110	114	1.5		1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	567							
29	28	223/2	231/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	568							
29	28	447/4	463/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	569							
29	28	217/2	225/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	570							
29	28	109	113	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	571							
29	28	219/2	227/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	572							
29	28	110	114	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	573							
29	28	221/2	229/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	574							
29	28	111	115	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	575							
29	28	223/2	231/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	576							
30	29	112	116	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	577							
30	29	225/2	233/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	578							
30	29	113	117	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	579							
30	29	227/2	235/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4	1/4	1	580							
30	29	229/2	237/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	581							
30	29	231/2	239/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	582							
30	29	463/4	479/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	583							
30	29	112	116	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	584							
30	29	225/2	233/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	585							
30	29	451/4	467/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	586							
30	29	113	117	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	587							
