mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation
62	62	407/4	407/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	586	
62	62	102	102	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	587	
62	62	409/4	409/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	588	
62	62	205/2	205/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	589	
62	62	411/4	411/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	590	
62	62	203/2	203/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	591	
62	62	102	102	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	592	
62	62	205/2	205/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	593	
63	63	103	103	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	594	ornamentTrill
63	63	103	103	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	595	
64	64	209/2	209/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	596	
64	64	105	105	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	597	
64	64	211/2	211/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	598	
64	64	209/2	209/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	599	
64	64	419/4	419/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	600	
64	64	105	105	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	601	
64	64	421/4	421/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	602	
64	64	211/2	211/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	603	
64	64	423/4	423/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	604	
65	65	106	106	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	605	ornamentTrill
65	65	427/4	427/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	606	
65	65	107	107	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	607	
65	65	429/4	429/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	608	
65	65	106	106	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	609	
66	66	215/2	215/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	610	
66	66	108	108	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	611	
66	66	217/2	217/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	612	
66	66	215/2	215/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	613	
66	66	431/4	431/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	614	
66	66	108	108	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	615	
66	66	433/4	433/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	616	
66	66	217/2	217/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	617	
66	66	435/4	435/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	618	
67	67	109	109	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	619	
67	67	219/2	219/2	0.875	1/8	1/8	Chord	3/8	1	1	7/32		1/8	7/4	620	
67	67	883/8	883/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	621	
67	67	109	109	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	622	
68	68	221/2	221/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	623	
68	68	111	111	0.875	1/8	1/8	Chord	3/8	1	1	7/32		1/8	7/4	624	
68	68	895/8	895/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	625	
68	68	221/2	221/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	626	
68	68	443/4	443/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	627	
68	68	111	111	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	628	
68	68	445/4	445/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	629	
68	68	223/2	223/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	630	
68	68	447/4	447/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	631	
69	69	112	112	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	632	
69	69	225/2	225/2	0.875	1/8	1/8	Chord	3/8	1	1	7/32		1/8	7/4	633	
69	69	907/8	907/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	634	
69	69	112	112	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	635	
69	69	449/4	449/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	636	
69	69	225/2	225/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	637	
69	69	451/4	451/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	638	
69	69	113	113	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	639	
69	69	453/4	453/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	640	
70	70	227/2	227/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	641	
70	70	114	114	0.875	1/8	1/8	Chord	3/8	1	1	7/32		1/8	7/4	642	
70	70	919/8	919/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	643	
70	70	227/2	227/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	644	
70	70	455/4	455/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	645	
70	70	114	114	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	646	
70	70	457/4	457/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	647	
70	70	229/2	229/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	648	
70	70	459/4	459/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	649	
71	71	115	115	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	650	
71	71	461/4	461/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	651	
71	71	231/2	231/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	652	
71	71	463/4	463/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	653	
71	71	116	116	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	654	
71	71	465/4	465/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	655	
71	71	115	115	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	656	
72	72	233/2	233/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	657	
72	72	117	117	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	658	
72	72	235/2	235/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	659	
72	72	233/2	233/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	660	
72	72	467/4	467/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	661	
72	72	117	117	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	662	
72	72	469/4	469/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	663	
72	72	235/2	235/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	664	
72	72	471/4	471/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	665	
73	73	118	118	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	666	ornamentTrill
73	73	475/4	475/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	667	
73	73	119	119	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	668	
73	73	477/4	477/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	669	
73	73	118	118	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	670	
74	74	239/2	239/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	671	
74	74	120	120	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	672	
74	74	241/2	241/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	673	
74	74	239/2	239/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	674	
74	74	479/4	479/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	675	
74	74	120	120	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	676	
74	74	481/4	481/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	677	
74	74	241/2	241/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	678	
74	74	483/4	483/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	679	
75	75	121	121	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	680	
75	75	243/2	243/2	0.875	1/8	1/8	Chord	3/8	1	1	7/32		1/8	7/4	681	
75	75	979/8	979/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	682	
75	75	121	121	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	683	
76	76	245/2	245/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	684	
76	76	123	123	0.875	1/8	1/8	Chord	3/8	1	1	7/32		1/8	7/4	685	
76	76	991/8	991/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	686	
76	76	245/2	245/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	687	
76	76	491/4	491/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	688	
76	76	123	123	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	689	
76	76	493/4	493/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	690	
76	76	247/2	247/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	691	
76	76	495/4	495/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	692	
77	77	124	124	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	693	
77	77	249/2	249/2	0.875	1/8	1/8	Chord	3/8	1	1	7/32		1/8	7/4	694	
77	77	1003/8	1003/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	695	
77	77	124	124	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	696	
77	77	497/4	497/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	697	
77	77	249/2	249/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	698	
77	77	499/4	499/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	699	
77	77	125	125	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	700	
77	77	501/4	501/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	701	
78	78	251/2	251/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	702	
78	78	126	126	0.875	1/8	1/8	Chord	3/8	1	1	7/32		1/8	7/4	703	
78	78	1015/8	1015/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	704	
78	78	251/2	251/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	705	
78	78	503/4	503/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	706	
78	78	126	126	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	707	
78	78	505/4	505/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	708	
78	78	253/2	253/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	709	
78	78	507/4	507/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	710	
79	79	127	127	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	711	
79	79	509/4	509/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	712	
79	79	255/2	255/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	713	
79	79	511/4	511/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	714	
79	79	128	128	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	715	
79	79	513/4	513/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	716	
79	79	127	127	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	717	
80	80	257/2	257/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	718	
80	80	515/4	515/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	719	
80	80	129	129	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	720	
80	80	517/4	517/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	721	
80	80	259/2	259/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	722	
80	80	519/4	519/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	723	
80	80	257/2	257/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	724	
80	80	129	129	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	725	
80	80	259/2	259/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	726	
81	81	130	130	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	727	
81	81	521/4	521/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	728	
81	81	261/2	261/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	729	
81	81	523/4	523/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	730	
81	81	131	131	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	731	
81	81	130	130	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	732	
82	82	263/2	263/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	733	
82	82	527/4	527/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	734	
82	82	132	132	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	735	
82	82	529/4	529/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	736	
82	82	265/2	265/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	737	
82	82	531/4	531/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	738	
82	82	263/2	263/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	739	
82	82	132	132	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	740	
82	82	265/2	265/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	741	
83	83	133	133	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	742	
83	83	533/4	533/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	743	
83	83	267/2	267/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	744	
83	83	535/4	535/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	745	
83	83	134	134	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	746	
83	83	133	133	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	747	
84	84	269/2	269/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	748	
84	84	539/4	539/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	749	
84	84	135	135	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	750	
84	84	541/4	541/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	751	
84	84	271/2	271/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	752	
84	84	543/4	543/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	753	
84	84	269/2	269/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	754	
84	84	135	135	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	755	
84	84	271/2	271/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	756	
85	85	136	136	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	757	
85	85	545/4	545/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	758	
85	85	273/2	273/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	759	
85	85	547/4	547/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	760	
85	85	137	137	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	761	
85	85	136	136	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	762	
86	86	275/2	275/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	763	
86	86	551/4	551/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	764	
86	86	138	138	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	765	
86	86	553/4	553/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	766	
86	86	277/2	277/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	767	
86	86	555/4	555/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	768	
86	86	275/2	275/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	769	
86	86	138	138	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	770	
86	86	277/2	277/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	771	
87	87	139	139	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	772	
87	87	557/4	557/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	773	
87	87	279/2	279/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	774	
87	87	559/4	559/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	775	
87	87	140	140	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	776	
87	87	561/4	561/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	777	
87	87	139	139	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	778	
87	87	279/2	279/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	779	
87	87	140	140	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	780	
88	88	281/2	281/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	781	
88	88	563/4	563/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	782	
88	88	141	141	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	783	
88	88	565/4	565/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	784	
88	88	283/2	283/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	785	
88	88	567/4	567/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	786	
88	88	281/2	281/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	787	
88	88	563/4	563/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	788	
88	88	141	141	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	789	
88	88	565/4	565/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	790	
88	88	283/2	283/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	791	
88	88	567/4	567/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	792	
89	89	142	142	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	793	
89	89	569/4	569/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	794	
89	89	285/2	285/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	795	
89	89	571/4	571/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	796	
89	89	143	143	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	797	
89	89	573/4	573/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	798	
89	89	142	142	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	799	
89	89	569/4	569/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	800	
89	89	285/2	285/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	801	
89	89	571/4	571/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	802	
89	89	143	143	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	803	
89	89	573/4	573/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	804	
90	90	287/2	287/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	805	
90	90	575/4	575/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	806	
90	90	144	144	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	807	
90	90	577/4	577/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	808	
90	90	289/2	289/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	809	
90	90	579/4	579/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	810	
90	90	287/2	287/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	811	
90	90	575/4	575/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	812	
90	90	144	144	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	813	
90	90	577/4	577/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	814	
90	90	289/2	289/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	815	
90	90	579/4	579/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	816	
91	91	145	145	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	817	
91	91	581/4	581/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	818	
91	91	291/2	291/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	819	
91	91	583/4	583/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	820	
91	91	146	146	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	821	
91	91	585/4	585/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	822	
91	91	145	145	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	823	
91	91	581/4	581/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	824	
91	91	291/2	291/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	825	
91	91	583/4	583/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	826	
91	91	146	146	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	827	
91	91	585/4	585/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	828	
92	92	293/2	293/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/16	1	829	
92	92	293/2	293/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	830	ornamentTrill
92	92	589/4	589/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	831	
92	92	295/2	295/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	832	
92	92	293/2	293/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	833	
93	93	148	148	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	834	
93	93	297/2	297/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	835	
93	93	149	149	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	836	
93	93	895/6	895/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	837	
93	93	448/3	448/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	838	
93	93	148	148	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	839	
93	93	297/2	297/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	840	
93	93	149	149	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	841	
94	94	299/2	299/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	842	
94	94	599/4	599/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	843	
94	94	150	150	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	844	
94	94	601/4	601/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	845	
94	94	301/2	301/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	846	
94	94	603/4	603/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	847	
94	94	299/2	299/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	848	
94	94	150	150	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	849	
94	94	301/2	301/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	850	
95	95	151	151	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	851	
95	95	605/4	605/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	852	
95	95	303/2	303/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	853	
95	95	607/4	607/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	854	
95	95	152	152	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	855	
95	95	609/4	609/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	856	
95	95	151	151	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	857	
95	95	303/2	303/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	858	
95	95	152	152	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	859	
96	96	305/2	305/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	860	
96	96	611/4	611/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	861	
96	96	153	153	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	862	
96	96	613/4	613/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	863	
96	96	307/2	307/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	864	
96	96	615/4	615/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	865	
96	96	305/2	305/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	866	
96	96	153	153	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	867	
96	96	307/2	307/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	868	
97	97	154	154	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	869	
97	97	617/4	617/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	870	
97	97	309/2	309/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	871	
97	97	619/4	619/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	872	
97	97	155	155	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	873	
97	97	621/4	621/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	874	
97	97	154	154	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	875	
97	97	309/2	309/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	876	
97	97	155	155	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	877	
98	98	311/2	311/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	878	
98	98	623/4	623/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	879	
98	98	156	156	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	880	
