mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	tempo_visible
73	73	108	108	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	592			
73	73	433/4	433/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	593			
73	73	217/2	217/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	594			
73	73	435/4	435/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	595			
73	73	109	109	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	596			
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	597			
74	74	219/2	219/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	598			
74	74	110	110	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	599			
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	600			
74	74	219/2	219/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	601			
74	74	439/4	439/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	602			
74	74	110	110	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	603			
74	74	441/4	441/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	604			
74	74	221/2	221/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	605			
74	74	443/4	443/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	606			
75	75	111	111	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	607			
75	75	223/2	223/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	608			
75	75	112	112	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	609			
75	75	111	111	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	610			
75	75	445/4	445/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	611			
75	75	223/2	223/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	612			
75	75	447/4	447/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	613			
75	75	112	112	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	614			
75	75	449/4	449/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	615			
76	76	225/2	225/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	616			
76	76	113	113	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	617			
76	76	227/2	227/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	618			
76	76	225/2	225/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	619			
76	76	451/4	451/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	620			
76	76	113	113	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	621			
76	76	453/4	453/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	622			
76	76	227/2	227/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	623			
76	76	455/4	455/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	624			
77	77	114	114	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	625			
77	77	229/2	229/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	626			
77	77	115	115	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	627			
77	77	114	114	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	628			
77	77	457/4	457/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	629			
77	77	229/2	229/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	630			
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	631			
77	77	115	115	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	632			
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	633			
78	78	231/2	231/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	634			
78	78	463/4	463/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	635			
78	78	116	116	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	636			
78	78	465/4	465/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	637			
78	78	233/2	233/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	638			
78	78	467/4	467/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	639			
78	78	231/2	231/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	640			
78	78	116	116	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	641			
78	78	233/2	233/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	642			
79	79	117	117	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	643			
79	79	469/4	469/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	644			
79	79	235/2	235/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	645			
79	79	471/4	471/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	646			
79	79	118	118	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	647			
79	79	473/4	473/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	648			
79	79	117	117	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	649			
79	79	235/2	235/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	650			
79	79	118	118	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	651			
80	80	237/2	237/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	652			
80	80	475/4	475/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	653			
80	80	119	119	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	654			
80	80	477/4	477/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	655			
80	80	239/2	239/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	656			
80	80	479/4	479/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	657			
80	80	237/2	237/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	658			
80	80	119	119	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	659			
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	660			
81	81	120	120	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	661			
81	81	481/4	481/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	662			
81	81	241/2	241/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	663			
81	81	121	121	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	664			
81	81	120	120	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	665			
81	81	241/2	241/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	666			
81	81	121	121	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	667			
82	82	243/2	243/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	668			
82	82	487/4	487/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	669			
82	82	122	122	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	670			
82	82	245/2	245/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	671			
82	82	243/2	243/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	672			
82	82	122	122	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	673			
82	82	245/2	245/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	674			
83	83	123	123	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	675			
83	83	493/4	493/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	676			
83	83	247/2	247/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	677			
83	83	124	124	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	678			
83	83	123	123	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	679			
83	83	247/2	247/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	680			
83	83	124	124	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	681			
84	84	249/2	249/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	682			
84	84	499/4	499/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	683			
84	84	125	125	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	684			
84	84	251/2	251/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	685			
84	84	249/2	249/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	686			
84	84	125	125	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	687			
85	85	126	126	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	688			
85	85	505/4	505/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	689			
85	85	253/2	253/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	690			
85	85	127	127	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	691			
85	85	126	126	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	692			
85	85	253/2	253/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	693			
85	85	127	127	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	694			
86	86	255/2	255/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	695			
86	86	511/4	511/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	696			
86	86	128	128	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	697			
86	86	257/2	257/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	698			
86	86	128	128	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	699			
86	86	257/2	257/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	700			
87	87	129	129	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	701			
87	87	517/4	517/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	702			
87	87	259/2	259/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	703			
87	87	130	130	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	704			
87	87	259/2	259/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	705			
87	87	130	130	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	706			
88	88	261/2	261/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	707			
88	88	523/4	523/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	708			
88	88	131	131	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	709			
88	88	263/2	263/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	710			
88	88	131	131	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	711			
88	88	263/2	263/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	712			
88	88	131	131	1.0	1/8	1/8	Chord	3/8	2	2	1/4	1/4	1	713			
89	89	132	132	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	714			
89	89	529/4	529/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	715			
89	89	265/2	265/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	716			
89	89	133	133	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	717			
89	89	132	132	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	718			
89	89	529/4	529/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	719			
89	89	265/2	265/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	720			
89	89	133	133	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	721			
89	89	132	132	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	722			
90	90	267/2	267/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	723			
90	90	535/4	535/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	724			
90	90	134	134	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	725			
90	90	537/4	537/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	726			
90	90	269/2	269/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	727			
90	90	539/4	539/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	728			
90	90	267/2	267/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	729			
90	90	134	134	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	730			
90	90	269/2	269/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	731			
91	91	135	135	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	732			
91	91	541/4	541/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	733			
91	91	271/2	271/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	734			
91	91	543/4	543/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	735			
91	91	136	136	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	736			
91	91	545/4	545/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	737			
91	91	135	135	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	738			
91	91	271/2	271/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	739			
91	91	136	136	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	740			
92	92	273/2	273/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	741			
92	92	547/4	547/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	742			
92	92	137	137	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	743			
92	92	549/4	549/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	744			
92	92	275/2	275/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	745			
92	92	551/4	551/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	746			
92	92	273/2	273/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	747			
93	93	138	138	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	748			
93	93	553/4	553/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	749			
93	93	277/2	277/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	750			
93	93	555/4	555/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	751			
93	93	139	139	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	752			
93	93	557/4	557/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	753			
93	93	138	138	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	754			
94	94	279/2	279/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	755			
94	94	559/4	559/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	756			
94	94	140	140	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	757			
94	94	561/4	561/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	758			
94	94	281/2	281/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	759			
94	94	563/4	563/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	760			
94	94	279/2	279/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	761			
94	94	140	140	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	762			
94	94	281/2	281/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	763			
95	95	141	141	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	764			
95	95	141	141	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	765			
