mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur
72	72	107	107	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	589					
72	72	429/4	429/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	590					
72	72	215/2	215/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	591					
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	592					
72	72	213/2	213/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	593					
72	72	107	107	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	594					
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	595					
73	73	108	108	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	596					
73	73	433/4	433/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	597					
73	73	217/2	217/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	598					
73	73	435/4	435/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	599					
73	73	109	109	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	600					
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	601					
73	73	108	108	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	602					
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	603					
73	73	109	109	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	604					
74	74	219/2	219/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	605					
74	74	439/4	439/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	606					
74	74	110	110	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	607					
74	74	441/4	441/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	608					
74	74	221/2	221/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	609					
74	74	443/4	443/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	610					
74	74	219/2	219/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	611					
74	74	110	110	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	612					
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	613					
75	75	111	111	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	614					
75	75	223/2	223/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	615	ornamentTrill				
75	75	449/4	449/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	616					
75	75	899/8	899/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	617					
75	75	111	111	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	618					
75	75	223/2	223/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	619					
75	75	112	112	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	620					
76	76	225/2	225/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	621					
76	76	451/4	451/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	622					
76	76	113	113	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	623					
76	76	453/4	453/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	624					
76	76	227/2	227/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	625					
76	76	455/4	455/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	626					
76	76	225/2	225/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	627					
76	76	113	113	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	628					
76	76	227/2	227/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	629					
77	77	114	114	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	630					
77	77	457/4	457/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	631					
77	77	229/2	229/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	632					
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	633					
77	77	115	115	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	634					
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	635					
77	77	114	114	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	636					
77	77	115	115	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	637					
77	77	114	114	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	638					
77	77	229/2	229/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	639					
77	77	115	115	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	640					
78	78	231/2	231/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	641					
78	78	463/4	463/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	642					
78	78	116	116	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	643					
78	78	465/4	465/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	644					
78	78	233/2	233/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	645					
78	78	467/4	467/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	646					
78	78	231/2	231/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	647					
78	78	231/2	231/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	648					
78	78	116	116	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	649					
78	78	233/2	233/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	650					
79	79	117	117	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	651					
79	79	235/2	235/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	652	ornamentTrill				
79	79	473/4	473/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	653					
79	79	947/8	947/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	654					
79	79	117	117	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	655					
79	79	235/2	235/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	656					
79	79	118	118	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	657					
80	80	237/2	237/2	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	658					
80	80	237/2	237/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	659	ornamentTrill				
80	80	237/2	237/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	660					
80	80	119	119	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	661					
80	80	477/4	477/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	662					
80	80	239/2	239/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	663					
80	80	479/4	479/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	664					
81	81	481/4	481/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	665					
81	81	241/2	241/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	666					
81	81	483/4	483/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	667					
81	81	121	121	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	668					
81	81	485/4	485/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	669					
81	81	120	120	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	670					
81	81	481/4	481/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	671					
81	81	241/2	241/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	672					
81	81	483/4	483/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	673					
81	81	121	121	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	674					
81	81	485/4	485/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	675					
82	82	243/2	243/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	676					
82	82	487/4	487/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	677					
82	82	122	122	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	678					
82	82	489/4	489/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	679					
82	82	245/2	245/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	680					
82	82	491/4	491/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	681					
82	82	243/2	243/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	682					
82	82	487/4	487/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	683					
82	82	122	122	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	684					
82	82	489/4	489/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	685					
82	82	245/2	245/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	686					
82	82	491/4	491/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	687					
83	83	123	123	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	688					
83	83	493/4	493/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	689					
83	83	247/2	247/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	690					
83	83	495/4	495/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	691					
83	83	124	124	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	692					
83	83	497/4	497/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	693					
83	83	123	123	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	694					
83	83	493/4	493/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	695					
83	83	247/2	247/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	696					
83	83	495/4	495/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	697					
83	83	124	124	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	698					
83	83	497/4	497/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	699					
84	84	249/2	249/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	700					
84	84	499/4	499/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	701					
84	84	125	125	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	702					
84	84	501/4	501/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	703					
84	84	251/2	251/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	704					
84	84	503/4	503/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	705					
84	84	249/2	249/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	706					
84	84	499/4	499/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	707					
84	84	125	125	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	708					
84	84	501/4	501/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	709					
84	84	251/2	251/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	710					
84	84	503/4	503/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	711					
85	85	126	126	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	712					
85	85	505/4	505/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	713					
85	85	253/2	253/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	714					
85	85	507/4	507/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	715					
85	85	127	127	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	716					
85	85	509/4	509/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	717					
85	85	126	126	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	718					
85	85	505/4	505/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	719					
85	85	253/2	253/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	720					
85	85	507/4	507/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	721					
85	85	127	127	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	722					
85	85	509/4	509/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	723					
86	86	255/2	255/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	724					
86	86	511/4	511/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	725					
86	86	128	128	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	726					
86	86	513/4	513/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	727					
86	86	257/2	257/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	728					
86	86	515/4	515/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	729					
86	86	255/2	255/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	730					
86	86	511/4	511/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	731					
86	86	128	128	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	732					
86	86	513/4	513/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	733					
86	86	257/2	257/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	734					
86	86	515/4	515/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	735					
87	87	129	129	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	736					
87	87	517/4	517/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	737					
87	87	259/2	259/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	738					
87	87	519/4	519/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	739					
87	87	130	130	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	740					
87	87	521/4	521/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	741					
87	87	129	129	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	742					
87	87	517/4	517/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	743					
87	87	259/2	259/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	744					
87	87	519/4	519/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	745					
87	87	130	130	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	746					
87	87	521/4	521/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	747					
88	88	261/2	261/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	748					
88	88	523/4	523/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	749					
88	88	131	131	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	750					
88	88	525/4	525/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	751					
88	88	263/2	263/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	752					
88	88	527/4	527/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	753					
88	88	261/2	261/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	754					
88	88	523/4	523/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	755					
88	88	131	131	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	756					
88	88	525/4	525/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	757					
88	88	263/2	263/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	758					
88	88	527/4	527/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	759					
89	89	132	132	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	760					
89	89	529/4	529/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	761					
89	89	265/2	265/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	762					
89	89	531/4	531/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	763					
89	89	133	133	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	764					
89	89	533/4	533/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	765					
89	89	132	132	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	766					
89	89	529/4	529/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	767					
89	89	265/2	265/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	768					
89	89	531/4	531/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	769					
89	89	133	133	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	770					
89	89	533/4	533/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	771					
90	90	267/2	267/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	772					
90	90	535/4	535/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	773					
90	90	134	134	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	774					
90	90	537/4	537/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	775					
90	90	269/2	269/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	776					
90	90	539/4	539/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	777					
90	90	267/2	267/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	778					
91	91	135	135	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	779					
91	91	1081/8	1081/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	780					
91	91	541/4	541/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	781					
91	91	271/2	271/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	782					
91	91	543/4	543/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	783					
91	91	136	136	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	784					
91	91	545/4	545/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	785					
91	91	135	135	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	786					
91	91	271/2	271/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	787					
91	91	136	136	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	788					
92	92	273/2	273/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	789					
92	92	547/4	547/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	790					
92	92	137	137	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	791					
92	92	549/4	549/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	792					
92	92	275/2	275/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	793					
92	92	551/4	551/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	794					
92	92	273/2	273/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	795					
92	92	547/4	547/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	796					
92	92	137	137	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	797					
92	92	549/4	549/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	798					
92	92	275/2	275/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	799					
92	92	551/4	551/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	800					
93	93	138	138	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	801					
93	93	553/4	553/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	802					
93	93	277/2	277/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	803					
93	93	555/4	555/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	804					
93	93	139	139	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	805					
93	93	557/4	557/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	806					
93	93	138	138	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	807					
93	93	553/4	553/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	808					
93	93	277/2	277/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	809					
93	93	555/4	555/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	810					
93	93	139	139	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	811					
93	93	557/4	557/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	812					
94	94	279/2	279/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	813					
94	94	559/4	559/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	814					
94	94	140	140	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	815					
94	94	561/4	561/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	816					
94	94	281/2	281/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	817					
94	94	563/4	563/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	818					
94	94	279/2	279/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	819					
94	94	559/4	559/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	820					
94	94	140	140	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	821					
94	94	561/4	561/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	822					
94	94	281/2	281/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	823					
94	94	563/4	563/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	824					
95	95	141	141	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	825					
95	95	565/4	565/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	826					
95	95	283/2	283/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	827					
95	95	567/4	567/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	828					
95	95	142	142	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	829					
95	95	569/4	569/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	830					
95	95	141	141	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	831					
95	95	565/4	565/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	832					
95	95	283/2	283/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	833					
95	95	567/4	567/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	834					
95	95	142	142	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	835					
95	95	569/4	569/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	836					
96	96	285/2	285/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	837					
96	96	571/4	571/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	838					
96	96	143	143	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	839					
96	96	573/4	573/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	840					
96	96	287/2	287/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	841					
96	96	575/4	575/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	842					
96	96	285/2	285/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	843					
96	96	571/4	571/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	844					
96	96	143	143	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	845					
96	96	573/4	573/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	846					
96	96	287/2	287/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	847					
96	96	575/4	575/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	848					
97	97	144	144	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	849					
97	97	577/4	577/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	850					
97	97	289/2	289/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	851					
97	97	579/4	579/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	852					
97	97	145	145	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	853					
97	97	581/4	581/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	854					
97	97	144	144	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	855					
97	97	577/4	577/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	856					
97	97	289/2	289/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	857					
97	97	579/4	579/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	858					
97	97	145	145	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	859					
97	97	581/4	581/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	860					
98	98	291/2	291/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	861					
98	98	583/4	583/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	862					
98	98	146	146	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	863					
98	98	585/4	585/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	864					
98	98	293/2	293/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	865					
98	98	587/4	587/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	866					
98	98	291/2	291/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	867					
98	98	583/4	583/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	868					
98	98	146	146	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	869					
98	98	585/4	585/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	870					
98	98	293/2	293/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	871					
98	98	587/4	587/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	872					
99	99	147	147	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	873					
99	99	589/4	589/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	874					
99	99	295/2	295/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	875					
99	99	591/4	591/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	876					
99	99	148	148	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	877					
99	99	593/4	593/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	878					
99	99	147	147	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	879					
99	99	589/4	589/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	880					
99	99	295/2	295/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	881					
99	99	591/4	591/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	882					
